MLA Name,Split,Accuracy_train,Accuracy_test,Precision_train,Precision_test,Recall_train,Recall_test,F1_train,F1_test,AUC_train,AUC_test,Balanced Accuracy_train,Balanced Accuracy_test
XGBClassifier_RFE_20_RandomUnderSampler,9.0,0.5571428571428572,0.5652173913043478,0.55,0.3333333333333333,0.55,1.0,0.5380952380952382,0.5,0.5874999999999999,0.7111111111111111,0.5666666666666667,0.7222222222222222
RandomForestClassifier_MutualInfo_10_BorderlineSMOTE,6.0,0.9174712643678161,0.7391304347826086,0.9414285714285715,0.3333333333333333,0.8895238095238096,0.2,0.9140255147151699,0.25,0.9666666666666666,0.7111111111111111,0.917142857142857,0.5444444444444444
RandomForestClassifier_RFE_25_SMOTE-TOMEK,6.0,0.9172413793103449,0.782608695652174,0.9324999999999999,0.0,0.9057142857142857,0.0,0.9164009393152887,0.0,0.9676190476190477,0.7111111111111111,0.9176190476190476,0.5
RandomForestClassifier_RFE_15_ADASYN,6.0,0.9172413793103449,0.782608695652174,0.9256372549019609,0.5,0.9161904761904761,0.2,0.9175761529905022,0.2857142857142857,0.9723809523809525,0.7111111111111111,0.9157142857142857,0.5722222222222222
RandomForestClassifier_MutualInfo_15_BorderlineSMOTE,6.0,0.9241379310344827,0.8260869565217391,0.9482142857142858,1.0,0.9028571428571428,0.2,0.9225596694740188,0.3333333333333333,0.9523809523809523,0.711111111111111,0.9233333333333332,0.6
SVC_MutualInfo_10_SMOTE-TOMEK,0.0,0.8836781609195402,0.7391304347826086,0.876109022556391,0.4,0.9028571428571428,0.4,0.8850117022936494,0.4,0.9352380952380953,0.711111111111111,0.8838095238095238,0.6166666666666667
XGBClassifier_MutualInfo_10_SMOTE-TOMEK,9.0,0.8494252873563217,0.8260869565217391,0.8693376068376069,0.6666666666666666,0.8352380952380951,0.4,0.8474104151523507,0.5,0.9205714285714286,0.711111111111111,0.8490476190476188,0.6722222222222223
XGBClassifier_None_10_SMOTE-TOMEK,6.0,0.8774712643678161,0.7391304347826086,0.8514012303485987,0.3333333333333333,0.9447619047619048,0.2,0.889371666653614,0.25,0.9477460317460318,0.7000000000000001,0.8766666666666666,0.5444444444444444
XGBClassifier_MutualInfo_20_ADASYN,4.0,0.8795402298850575,0.7391304347826086,0.8508126934984521,0.42857142857142855,0.9341666666666667,0.6,0.8892314990512334,0.5,0.9551388888888889,0.7000000000000001,0.8789880952380953,0.6888888888888889
XGBClassifier_None_10_SMOTE,6.0,0.8774712643678161,0.7391304347826086,0.8514012303485987,0.3333333333333333,0.9447619047619048,0.2,0.889371666653614,0.25,0.9477460317460318,0.7000000000000001,0.8766666666666666,0.5444444444444444
XGBClassifier_RFE_10_SMOTE,6.0,0.8701149425287357,0.6956521739130435,0.8307017543859649,0.3333333333333333,0.9457142857142857,0.4,0.8818815802182943,0.36363636363636365,0.9275555555555556,0.7,0.8695238095238096,0.5888888888888889
XGBClassifier_RFE_10_SMOTE-TOMEK,6.0,0.8701149425287357,0.6956521739130435,0.8307017543859649,0.3333333333333333,0.9457142857142857,0.4,0.8818815802182943,0.36363636363636365,0.9275555555555556,0.7,0.8695238095238096,0.5888888888888889
RandomForestClassifier_MutualInfo_25_None,2.0,0.8023391812865498,0.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.5385714285714286,0.7,0.5,0.5
XGBClassifier_RFE_25_RandomUnderSampler,9.0,0.5571428571428572,0.30434782608695654,0.5242857142857142,0.23809523809523808,0.8166666666666668,1.0,0.6337085137085137,0.38461538461538464,0.4958333333333333,0.7,0.55,0.5555555555555556
RandomForestClassifier_MutualInfo_15_BorderlineSMOTE,9.0,0.9312643678160919,0.782608695652174,0.945595238095238,0.0,0.9152380952380952,0.0,0.9276436251920123,0.0,0.9625079365079365,0.7,0.9304761904761906,0.5
XGBClassifier_None_10_ADASYN,6.0,0.8758620689655172,0.6521739130434783,0.860369352869353,0.0,0.9019047619047619,0.0,0.8791482278690287,0.0,0.9266666666666665,0.7,0.8747619047619046,0.4166666666666667
XGBClassifier_None_10_RandomUnderSampler,9.0,0.5571428571428572,0.21739130434782608,0.5176190476190476,0.21739130434782608,0.7666666666666666,1.0,0.6125974025974026,0.35714285714285715,0.475,0.688888888888889,0.5416666666666666,0.5
LogisticRegression_MutualInfo_15_ADASYN,4.0,0.7919540229885058,0.6956521739130435,0.7746031746031745,0.375,0.8558333333333333,0.6,0.8084848484848486,0.46153846153846156,0.8266230158730158,0.6888888888888889,0.7926785714285713,0.6611111111111111
RandomForestClassifier_RFE_10_SMOTE-TOMEK,6.0,0.8972413793103449,0.782608695652174,0.8795238095238094,0.5,0.9466666666666667,0.4,0.9045512597236736,0.4444444444444444,0.9669206349206348,0.6888888888888889,0.8966666666666667,0.6444444444444444
RandomForestClassifier_RFE_10_SMOTE,6.0,0.8972413793103449,0.782608695652174,0.8795238095238094,0.5,0.9466666666666667,0.4,0.9045512597236736,0.4444444444444444,0.9669206349206348,0.6888888888888889,0.8966666666666667,0.6444444444444444
